scientific_name,city,state,count,mean
Pinus glabra,New Orleans,Louisiana,0,
Pinus glabra,Rochester,New York,0,
Pinus halepensis,Anaheim,California,0,
Pinus halepensis,Fresno,California,0,
Pinus halepensis,Irvine,California,0,
Pinus halepensis,Las Vegas,Nevada,0,
Pinus halepensis,Los Angeles,California,0,
Pinus halepensis,New Orleans,Louisiana,0,
Pinus halepensis,Ontario,California,0,
Pinus halepensis,Rancho Cucamonga,California,0,
Pinus halepensis,San Francisco,California,0,
Pinus halepensis,Seattle,Washington,0,
Pinus halepensis,Stockton,California,0,
Pinus heldreichii,Denver,Colorado,0,
Pinus jeffreyi,Denver,Colorado,0,
Pinus jeffreyi,Los Angeles,California,0,
Pinus koraiensis,Louisville,Kentucky,0,
Pinus leucodermis,Louisville,Kentucky,0,
Pinus leucodermis,Seattle,Washington,0,
Pinus monophylla,Los Angeles,California,0,
Pinus montana,Minneapolis,Minnesota,0,
Pinus montezumae,Seattle,Washington,0,
Pinus monticola,Denver,Colorado,0,
Pinus monticola,Overland Park,Kansas,0,
Pinus monticola,Seattle,Washington,0,
Pinus mugo,Buffalo,New York,0,
Pinus mugo,Colorado Springs,Colorado,0,
Pinus mugo,Columbus,Ohio,0,
Pinus mugo,Cudahy,Wisconsin,0,
Pinus mugo,Denver,Colorado,0,
Pinus mugo,Grand Rapids,Michigan,0,
Pinus mugo,Greendale,Wisconsin,0,
Pinus mugo,Greensboro,North Carolina,0,
Pinus mugo,Indianapolis,Indiana,0,
Pinus mugo,Los Angeles,California,0,
Pinus mugo,Overland Park,Kansas,0,
Pinus mugo,Rochester,New York,0,
Pinus mugo,Seattle,Washington,0,
Pinus mugo,St. Louis,Missouri,0,
Pinus muricata,Los Angeles,California,0,
Pinus muricata,San Francisco,California,0,
Pinus nigra,Arlington,Texas,0,
Pinus nigra,Aurora,Colorado,0,
Pinus nigra,Buffalo,New York,0,
Pinus nigra,Carlisle,Iowa,0,
Pinus nigra,Colorado Springs,Colorado,0,
Pinus nigra,Columbus,Ohio,0,
Pinus nigra,Cudahy,Wisconsin,0,
Pinus nigra,Denver,Colorado,0,
Pinus nigra,Detroit,Michigan,0,
Pinus nigra,Grand Rapids,Michigan,0,
Pinus nigra,Guthrie Center,Iowa,0,
Pinus nigra,Houston,Texas,0,
Pinus nigra,Indianapolis,Indiana,0,
Pinus nigra,Knoxville,Tennessee,0,
Pinus nigra,Los Angeles,California,0,
Pinus nigra,Louisville,Kentucky,0,
Pinus nigra,Madison,Wisconsin,0,
Pinus nigra,Milo,Iowa,0,
Pinus nigra,Milwaukee,Wisconsin,0,
Pinus nigra,Minneapolis,Minnesota,0,
Pinus nigra,New Berlin,Wisconsin,0,
Pinus nigra,New York,New York,0,
Pinus nigra,Newton,Iowa,0,
Pinus nigra,Ontario,California,0,
Pinus nigra,Overland Park,Kansas,0,
Pinus nigra,Plano,Texas,0,
Pinus nigra,Pleasant Hill,Iowa,0,
Pinus nigra,Providence,Rhode Island,0,
Pinus nigra,Rochester,New York,0,
Pinus nigra,Seattle,Washington,0,
Pinus nigra,St. Louis,Missouri,0,
Pinus nigra,Watertown,Wisconsin,0,
Pinus nigra,Wauwatosa,Wisconsin,0,
Pinus nigra,Windsor Heights,Iowa,0,
Pinus nigra,Woodward,Iowa,0,
Pinus nigra,Worcester,Massachusetts,0,
Pinus palustris,Atlanta,Georgia,0,
Pinus palustris,Buffalo,New York,0,
Pinus palustris,Dunwoody,Georgia,0,
Pinus palustris,Durham,North Carolina,0,
Pinus palustris,Grand Rapids,Michigan,0,
Pinus palustris,Houston,Texas,0,
Pinus palustris,New Orleans,Louisiana,0,
Pinus palustris,Orlando,Florida,0,
Pinus patula,Greensboro,North Carolina,0,
Pinus patula,Los Angeles,California,0,
Pinus pinaster,Anaheim,California,0,
Pinus pinaster,San Francisco,California,0,
Pinus pinaster,Seattle,Washington,0,
Pinus pinea,Anaheim,California,0,
Pinus pinea,Arlington,Texas,0,
Pinus pinea,Fresno,California,0,
Pinus pinea,Greensboro,North Carolina,0,
Pinus pinea,Irvine,California,0,
Pinus pinea,Las Vegas,Nevada,0,
Pinus pinea,Los Angeles,California,0,
Pinus pinea,New Orleans,Louisiana,0,
Pinus pinea,Oakland,California,0,
Pinus pinea,Ontario,California,0,
Pinus pinea,Sacramento,California,0,
Pinus pinea,San Francisco,California,0,
Pinus pinea,Seattle,Washington,0,
Pinus pinea,Stockton,California,0,
Pinus ponderosa,Anaheim,California,0,
Pinus ponderosa,Aurora,Colorado,0,
Pinus ponderosa,Colorado Springs,Colorado,0,
Pinus ponderosa,Denver,Colorado,0,
Pinus ponderosa,Franklin,Wisconsin,0,
Pinus ponderosa,Grand Rapids,Michigan,0,
Pinus ponderosa,Granger,Iowa,0,
Pinus ponderosa,Greendale,Wisconsin,0,
Pinus ponderosa,Greenfield,Wisconsin,0,
Pinus ponderosa,Hales Corners,Wisconsin,0,
Pinus ponderosa,Indianapolis,Indiana,0,
Pinus ponderosa,Los Angeles,California,0,
Pinus ponderosa,Madison,Wisconsin,0,
Pinus ponderosa,Minneapolis,Minnesota,0,
Pinus ponderosa,Ontario,California,0,
Pinus ponderosa,Seattle,Washington,0,
Pinus ponderosa,South Milwaukee,Wisconsin,0,
Pinus ponderosa,St. Louis,Missouri,0,
Pinus pungens,Buffalo,New York,0,
Pinus quadrifolia,Los Angeles,California,0,
Pinus radiata,Anaheim,California,0,
Pinus radiata,Houston,Texas,0,
Pinus radiata,Irvine,California,0,
Pinus radiata,Los Angeles,California,0,
Pinus radiata,Oakland,California,0,
Pinus radiata,Ontario,California,0,
Pinus radiata,Sacramento,California,0,
Pinus radiata,San Francisco,California,0,
Pinus radiata,Seattle,Washington,0,
Pinus radiata,Stockton,California,0,
Pinus resinosa,Adair,Iowa,0,
Pinus resinosa,Baxter,Iowa,0,
Pinus resinosa,Boston,Massachusetts,0,
Pinus resinosa,Brown Deer,Wisconsin,0,
Pinus resinosa,Buffalo,New York,0,
Pinus resinosa,Carlisle,Iowa,0,
Pinus resinosa,Colfax,Iowa,0,
Pinus resinosa,Columbus,Ohio,0,
Pinus resinosa,Cudahy,Wisconsin,0,
Pinus resinosa,Dallas Center,Iowa,0,
Pinus resinosa,Denver,Colorado,0,
Pinus resinosa,Fox Point,Wisconsin,0,
Pinus resinosa,Franklin,Wisconsin,0,
Pinus resinosa,Glendale,Wisconsin,0,
Pinus resinosa,Greendale,Wisconsin,0,
Pinus resinosa,Greenfield,Wisconsin,0,
Pinus resinosa,Hales Corners,Wisconsin,0,
Pinus resinosa,Indianapolis,Indiana,0,
Pinus resinosa,Madison,Wisconsin,0,
Pinus resinosa,Milwaukee,Wisconsin,0,
Pinus resinosa,Minneapolis,Minnesota,0,
Pinus resinosa,Monroe,Iowa,0,
Pinus resinosa,New Berlin,Wisconsin,0,
Pinus resinosa,New York,New York,0,
Pinus resinosa,Newton,Iowa,0,
Pinus resinosa,Oak Creek,Wisconsin,0,
Pinus resinosa,Prairie City,Iowa,0,
Pinus resinosa,Rochester,New York,0,
Pinus resinosa,South Milwaukee,Wisconsin,0,
Pinus resinosa,St. Louis,Missouri,0,
Pinus resinosa,Watertown,Wisconsin,0,
Pinus resinosa,Wauwatosa,Wisconsin,0,
Pinus resinosa,West Allis,Wisconsin,0,
Pinus resinosa,Worcester,Massachusetts,0,
Pinus rigida,Boston,Massachusetts,0,
Pinus rigida,Buffalo,New York,0,
Pinus rigida,Greensboro,North Carolina,0,
Pinus rigida,New York,New York,0,
Pinus rigida,Worcester,Massachusetts,0,
Pinus roxburghii,Anaheim,California,0,
Pinus roxburghii,Las Vegas,Nevada,0,
Pinus roxburghii,Los Angeles,California,0,
Pinus roxburghii,Ontario,California,0,
Pinus sabiniana,Anaheim,California,0,
Pinus sabiniana,Las Vegas,Nevada,0,
Pinus sabiniana,Los Angeles,California,0,
Pinus sabiniana,Stockton,California,0,
Pinus serotina,Greensboro,North Carolina,0,
Pinus sondereggeri,Greensboro,North Carolina,0,
Pinus strobiformis,Aurora,Colorado,0,
Pinus strobiformis,Colorado Springs,Colorado,0,
Pinus strobiformis,Columbus,Ohio,0,
Pinus strobiformis,Denver,Colorado,0,
Pinus strobus,Atlanta,Georgia,0,
Pinus strobus,Aurora,Colorado,0,
Pinus strobus,Baxter,Iowa,0,
Pinus strobus,Bondurant,Iowa,0,
Pinus strobus,Boston,Massachusetts,0,
Pinus strobus,Buffalo,New York,0,
Pinus strobus,Carlisle,Iowa,0,
Pinus strobus,Colfax,Iowa,0,
Pinus strobus,Columbus,Ohio,0,
Pinus strobus,Coon Rapids,Iowa,0,
Pinus strobus,Dallas Center,Iowa,0,
Pinus strobus,Denver,Colorado,0,
Pinus strobus,Detroit,Michigan,0,
Pinus strobus,Durham,North Carolina,0,
Pinus strobus,Elkhart,Iowa,0,
Pinus strobus,Franklin,Wisconsin,0,
Pinus strobus,Glendale,Wisconsin,0,
Pinus strobus,Grand Rapids,Michigan,0,
Pinus strobus,Granger,Iowa,0,
Pinus strobus,Hales Corners,Wisconsin,0,
Pinus strobus,Indianapolis,Indiana,0,
Pinus strobus,Kellogg,Iowa,0,
Pinus strobus,Knoxville,Tennessee,0,
Pinus strobus,Los Angeles,California,0,
Pinus strobus,Louisville,Kentucky,0,
Pinus strobus,Milwaukee,Wisconsin,0,
Pinus strobus,Minneapolis,Minnesota,0,
Pinus strobus,Mitchellville,Iowa,0,
Pinus strobus,Monroe,Iowa,0,
Pinus strobus,New Berlin,Wisconsin,0,
Pinus strobus,New York,New York,0,
Pinus strobus,Newton,Iowa,0,
Pinus strobus,Oak Creek,Wisconsin,0,
Pinus strobus,Oakland Acres,Iowa,0,
Pinus strobus,Overland Park,Kansas,0,
Pinus strobus,Panora,Iowa,0,
Pinus strobus,Pleasant Hill,Iowa,0,
Pinus strobus,Prairie City,Iowa,0,
Pinus strobus,Providence,Rhode Island,0,
Pinus strobus,Redfield,Iowa,0,
Pinus strobus,Richmond,Virginia,0,
Pinus strobus,Rochester,New York,0,
Pinus strobus,San Francisco,California,0,
Pinus strobus,Seattle,Washington,0,
Pinus strobus,South Milwaukee,Wisconsin,0,
Pinus strobus,St. Louis,Missouri,0,
Pinus strobus,Washington DC,District of Columbia,0,
Pinus strobus,Watertown,Wisconsin,0,
Pinus strobus,Waukee,Iowa,0,
Pinus strobus,Wauwatosa,Wisconsin,0,
Pinus strobus,Windsor Heights,Iowa,0,
Pinus strobus,Woodward,Iowa,0,
Pinus strobus,Worcester,Massachusetts,0,
Pinus sylvestris,Aurora,Colorado,0,
Pinus sylvestris,Bondurant,Iowa,0,
Pinus sylvestris,Buffalo,New York,0,
Pinus sylvestris,Carlisle,Iowa,0,
Pinus sylvestris,Colorado Springs,Colorado,0,
Pinus sylvestris,Columbus,Ohio,0,
Pinus sylvestris,Coon Rapids,Iowa,0,
Pinus sylvestris,Dallas Center,Iowa,0,
Pinus sylvestris,Denver,Colorado,0,
Pinus sylvestris,Elkhart,Iowa,0,
Pinus sylvestris,Glendale,Wisconsin,0,
Pinus sylvestris,Grand Rapids,Michigan,0,
Pinus sylvestris,Granger,Iowa,0,
Pinus sylvestris,Greendale,Wisconsin,0,
Pinus sylvestris,Hales Corners,Wisconsin,0,
Pinus sylvestris,Hartford,Iowa,0,
Pinus sylvestris,Indianapolis,Indiana,0,
Pinus sylvestris,Knoxville,Tennessee,0,
Pinus sylvestris,Los Angeles,California,0,
Pinus sylvestris,Madison,Wisconsin,0,
Pinus sylvestris,Milo,Iowa,0,
Pinus sylvestris,Milwaukee,Wisconsin,0,
Pinus sylvestris,Minneapolis,Minnesota,0,
Pinus sylvestris,Nashville,Tennessee,0,
Pinus sylvestris,New Berlin,Wisconsin,0,
Pinus sylvestris,New York,New York,0,
Pinus sylvestris,Newton,Iowa,0,
Pinus sylvestris,Overland Park,Kansas,0,
Pinus sylvestris,Providence,Rhode Island,0,
Pinus sylvestris,Rochester,New York,0,
Pinus sylvestris,San Francisco,California,0,
Pinus sylvestris,Seattle,Washington,0,
Pinus sylvestris,South Milwaukee,Wisconsin,0,
Pinus sylvestris,St. Louis,Missouri,0,
Pinus sylvestris,Stockton,California,0,
Pinus sylvestris,Stuart,Iowa,0,
Pinus sylvestris,Watertown,Wisconsin,0,
Pinus sylvestris,Waukee,Iowa,0,
Pinus sylvestris,Wauwatosa,Wisconsin,0,
Pinus sylvestris,West Allis,Wisconsin,0,
Pinus sylvestris,Windsor Heights,Iowa,0,
Pinus taeda,Arlington,Texas,0,
Pinus taeda,Atlanta,Georgia,0,
Pinus taeda,Dallas,Texas,0,
Pinus taeda,Durham,North Carolina,0,
Pinus taeda,Houston,Texas,0,
Pinus taeda,Knoxville,Tennessee,0,
Pinus taeda,Louisville,Kentucky,0,
Pinus taeda,New Orleans,Louisiana,0,
Pinus taeda,Orlando,Florida,0,
Pinus taeda,Richmond,Virginia,0,
Pinus taeda,SandySprings,Georgia,0,
Pinus taeda,St. Louis,Missouri,0,
Pinus taeda,Washington DC,District of Columbia,0,
Pinus thunbergiana,Anaheim,California,0,
Pinus thunbergiana,Buffalo,New York,0,
Pinus thunbergiana,Denver,Colorado,0,
Pinus thunbergiana,Irvine,California,0,
Pinus thunbergiana,Los Angeles,California,0,
Pinus thunbergiana,Oakland,California,0,
Pinus thunbergiana,Ontario,California,0,
Pinus thunbergiana,Rancho Cucamonga,California,0,
Pinus thunbergiana,Sacramento,California,0,
Pinus thunbergiana,Stockton,California,0,
Pinus thunbergii,Arlington,Texas,0,
Pinus thunbergii,Greensboro,North Carolina,0,
Pinus thunbergii,New Orleans,Louisiana,0,
Pinus thunbergii,Plano,Texas,0,
Pinus thunbergii,San Francisco,California,0,
Pinus thunbergii,Seattle,Washington,0,
Pinus thunbergii,St. Louis,Missouri,0,
Pinus torreyana,Anaheim,California,0,
Pinus torreyana,Irvine,California,0,
Pinus torreyana,Los Angeles,California,0,
Pinus torreyana,San Diego,California,0,
Pinus torreyana,San Francisco,California,0,
Pinus uncinata,Seattle,Washington,0,
Pinus virginiana,Atlanta,Georgia,0,
Pinus virginiana,Houston,Texas,0,
Pinus virginiana,Indianapolis,Indiana,0,
Pinus virginiana,Knoxville,Tennessee,0,
Pinus virginiana,Louisville,Kentucky,0,
Pinus virginiana,New York,New York,0,
Pinus wallichiana,Greensboro,North Carolina,0,
Pinus wallichiana,Los Angeles,California,0,
Pinus wallichiana,Louisville,Kentucky,0,
Pinus wallichiana,Seattle,Washington,0,
Piscidia piscipula,Cape Coral,Florida,0,
Piscidia piscipula,Miami,Florida,0,
Pistacia,Rancho Cucamonga,California,0,
Pistacia L.,Nashville,Tennessee,0,
Pistacia atlantica,Los Angeles,California,0,
Pistacia atlantica,Sacramento,California,0,
Pistacia atlantica,Stockton,California,0,
Pistacia chinensis,Anaheim,California,0,
Pistacia chinensis,Arlington,Texas,0,
Pistacia chinensis,Atlanta,Georgia,0,
Pistacia chinensis,Dallas,Texas,0,
Pistacia chinensis,Decatur,Georgia,0,
Pistacia chinensis,Denver,Colorado,0,
Pistacia chinensis,EastPoint,Georgia,0,
Pistacia chinensis,Fresno,California,0,
Pistacia chinensis,Greensboro,North Carolina,0,
Pistacia chinensis,Houston,Texas,0,
Pistacia chinensis,Knoxville,Tennessee,0,
Pistacia chinensis,Las Vegas,Nevada,0,
Pistacia chinensis,Los Angeles,California,0,
Pistacia chinensis,Louisville,Kentucky,0,
Pistacia chinensis,New Orleans,Louisiana,0,
Pistacia chinensis,Oakland,California,0,
Pistacia chinensis,Ontario,California,0,
Pistacia chinensis,Plano,Texas,0,
Pistacia chinensis,Portland,Oregon,0,
Pistacia chinensis,Rancho Cucamonga,California,0,
Pistacia chinensis,Richmond,Virginia,0,
Pistacia chinensis,Sacramento,California,0,
Pistacia chinensis,San Diego,California,0,
Pistacia chinensis,San Francisco,California,0,
Pistacia chinensis,Seattle,Washington,0,
Pistacia chinensis,St. Louis,Missouri,0,
Pistacia chinensis,Stockton,California,0,
Pistacia chinensis,Washington DC,District of Columbia,0,
Pistacia texana,Houston,Texas,0,
Pistacia vera,Doraville,Georgia,0,
Pistacia vera,Las Vegas,Nevada,0,
Pithecellobium dulce,Anaheim,California,0,
Pithecellobium dulce,Ontario,California,0,
Pittosporum,Anaheim,California,0,
Pittosporum,San Francisco,California,0,
Pittosporum Gaertn.,Oakland,California,0,
Pittosporum crassifolium,Los Angeles,California,0,
Pittosporum crassifolium,San Francisco,California,0,
Pittosporum crassifolium,Stockton,California,0,
Pittosporum eugenioides,Los Angeles,California,0,
Pittosporum eugenioides,San Francisco,California,0,
Pittosporum eugenioides,Stockton,California,0,
Pittosporum phillyraeoides,Los Angeles,California,0,
Pittosporum phillyraeoides,Rancho Cucamonga,California,0,
Pittosporum phillyraeoides,San Diego,California,0,
Pittosporum phillyreoides,Anaheim,California,0,
Pittosporum rhombifolium,Irvine,California,0,
Pittosporum rhombifolium,Los Angeles,California,0,
Pittosporum rhombifolium,Ontario,California,0,
Pittosporum rhombifolium,Stockton,California,0,
Pittosporum tenuifolium,Oakland,California,0,
Pittosporum tenuifolium,San Francisco,California,0,
Pittosporum tobira,Anaheim,California,0,
Pittosporum tobira,Irvine,California,0,
Pittosporum tobira,Los Angeles,California,0,
Pittosporum tobira,New Orleans,Louisiana,0,
Pittosporum tobira,Ontario,California,0,
Pittosporum tobira,San Francisco,California,0,
Pittosporum tobira,Stockton,California,0,
Pittosporum undulatum,Anaheim,California,0,
Pittosporum undulatum,Los Angeles,California,0,
Pittosporum undulatum,Oakland,California,0,
Pittosporum undulatum,Ontario,California,0,
Pittosporum undulatum,Rancho Cucamonga,California,0,
Pittosporum undulatum,San Diego,California,0,
Pittosporum undulatum,San Francisco,California,0,
Pittosporum viridiflorum,Anaheim,California,0,
Pittosporum viridiflorum,Irvine,California,0,
Pittosporum viridiflorum,Los Angeles,California,0,
Pittosporum viridiflorum,Ontario,California,0,
Planera aquatica,Greensboro,North Carolina,0,
Platanus,Anaheim,California,0,
Platanus,Brown Deer,Wisconsin,0,
Platanus,Greendale,Wisconsin,0,
Platanus,Hales Corners,Wisconsin,0,
Platanus,Indianapolis,Indiana,0,
Platanus,Knoxville,Tennessee,0,
Platanus,Milwaukee,Wisconsin,0,
Platanus,Minneapolis,Minnesota,0,
Platanus,New Berlin,Wisconsin,0,
Platanus,Portland,Oregon,0,
Platanus,Seattle,Washington,0,
Platanus,Washington DC,District of Columbia,0,
Platanus,Watertown,Wisconsin,0,
Platanus,Wauwatosa,Wisconsin,0,
Platanus,West Allis,Wisconsin,0,
Platanus acerifolia,Anaheim,California,0,
Platanus acerifolia,Atlanta,Georgia,0,
Platanus acerifolia,Aurora,Colorado,0,
Platanus acerifolia,Buffalo,New York,0,
Platanus acerifolia,Cape Coral,Florida,0,
Platanus acerifolia,Colorado Springs,Colorado,0,
Platanus acerifolia,Columbus,Ohio,0,
Platanus acerifolia,Denver,Colorado,0,
Platanus acerifolia,Detroit,Michigan,0,
Platanus acerifolia,Fresno,California,0,
Platanus acerifolia,Grand Rapids,Michigan,0,
Platanus acerifolia,Greensboro,North Carolina,0,
Platanus acerifolia,Indianapolis,Indiana,0,
Platanus acerifolia,Irvine,California,0,
Platanus acerifolia,Las Vegas,Nevada,0,
Platanus acerifolia,Los Angeles,California,0,
Platanus acerifolia,Louisville,Kentucky,0,
Platanus acerifolia,Madison,Wisconsin,0,
Platanus acerifolia,Minneapolis,Minnesota,0,
Platanus acerifolia,Nashville,Tennessee,0,
Platanus acerifolia,New York,New York,0,
Platanus acerifolia,Oakland,California,0,
Platanus acerifolia,Ontario,California,0,
Platanus acerifolia,Overland Park,Kansas,0,
Platanus acerifolia,Plano,Texas,0,
Platanus acerifolia,Providence,Rhode Island,0,
Platanus acerifolia,Rancho Cucamonga,California,0,
Platanus acerifolia,Richmond,Virginia,0,
Platanus acerifolia,Rochester,New York,0,
Platanus acerifolia,Sacramento,California,0,
Platanus acerifolia,San Diego,California,0,
Platanus acerifolia,San Francisco,California,0,
Platanus acerifolia,Seattle,Washington,0,
Platanus acerifolia,St. Louis,Missouri,0,
Platanus acerifolia,Stockton,California,0,
Platanus acerifolia,Washington DC,District of Columbia,0,
Platanus acerifolia,Worcester,Massachusetts,0,
Platanus mexicana,Anaheim,California,0,
Platanus mexicana,Atlanta,Georgia,0,
Platanus mexicana,Houston,Texas,0,
Platanus mexicana,Rancho Cucamonga,California,0,
Platanus occidentalis,Adel,Iowa,0,
Platanus occidentalis,Anaheim,California,0,
Platanus occidentalis,Arlington,Texas,0,
Platanus occidentalis,Atlanta,Georgia,0,
Platanus occidentalis,Bayard,Iowa,0,
Platanus occidentalis,Bondurant,Iowa,0,
Platanus occidentalis,Bouton,Iowa,0,
Platanus occidentalis,Brookhaven,Georgia,0,
Platanus occidentalis,Buffalo,New York,0,
Platanus occidentalis,Carlisle,Iowa,0,
Platanus occidentalis,Colfax,Iowa,0,
Platanus occidentalis,Colorado Springs,Colorado,0,
Platanus occidentalis,Columbus,Ohio,0,
Platanus occidentalis,Coon Rapids,Iowa,0,
Platanus occidentalis,Dallas Center,Iowa,0,
Platanus occidentalis,De Soto,Iowa,0,
Platanus occidentalis,Decatur,Georgia,0,
Platanus occidentalis,Denver,Colorado,0,
Platanus occidentalis,Detroit,Michigan,0,
Platanus occidentalis,Dexter,Iowa,0,
Platanus occidentalis,Earlham,Iowa,0,
Platanus occidentalis,Fresno,California,0,
Platanus occidentalis,Grand Rapids,Michigan,0,
Platanus occidentalis,Granger,Iowa,0,
Platanus occidentalis,Houston,Texas,0,
Platanus occidentalis,Indianapolis,Indiana,0,
Platanus occidentalis,Jersey City,New Jersey,0,
Platanus occidentalis,Kellogg,Iowa,0,
Platanus occidentalis,Knoxville,Tennessee,0,
Platanus occidentalis,Las Vegas,Nevada,0,
Platanus occidentalis,Los Angeles,California,0,
Platanus occidentalis,Louisville,Kentucky,0,
Platanus occidentalis,Milo,Iowa,0,
Platanus occidentalis,Mitchellville,Iowa,0,
Platanus occidentalis,Monroe,Iowa,0,
Platanus occidentalis,New Orleans,Louisiana,0,
Platanus occidentalis,Newton,Iowa,0,
Platanus occidentalis,Orlando,Florida,0,
Platanus occidentalis,Panora,Iowa,0,
Platanus occidentalis,Pleasant Hill,Iowa,0,
Platanus occidentalis,Prairie City,Iowa,0,
Platanus occidentalis,Providence,Rhode Island,0,
Platanus occidentalis,Richmond,Virginia,0,
Platanus occidentalis,Rochester,New York,0,
Platanus occidentalis,San Francisco,California,0,
Platanus occidentalis,Seattle,Washington,0,
Platanus occidentalis,St. Louis,Missouri,0,
Platanus occidentalis,Stuart,Iowa,0,
Platanus occidentalis,Sully,Iowa,0,
Platanus occidentalis,Union,Iowa,0,
Platanus occidentalis,Van Meter,Iowa,0,
Platanus occidentalis,Washington DC,District of Columbia,0,
Platanus occidentalis,Waukee,Iowa,0,
Platanus occidentalis,Windsor Heights,Iowa,0,
Platanus occidentalis,Woodward,Iowa,0,
Platanus orientalis,Denver,Colorado,0,
Platanus orientalis,San Francisco,California,0,
Platanus racemosa,Anaheim,California,0,
Platanus racemosa,Fresno,California,0,
Platanus racemosa,Irvine,California,0,
Platanus racemosa,Las Vegas,Nevada,0,
Platanus racemosa,Los Angeles,California,0,
Platanus racemosa,Oakland,California,0,
Platanus racemosa,Ontario,California,0,
Platanus racemosa,Rancho Cucamonga,California,0,
Platanus racemosa,San Diego,California,0,
Platanus racemosa,San Francisco,California,0,
Platanus racemosa,Stockton,California,0,
Platanus wrightii,Las Vegas,Nevada,0,
Platycladus orientalis,Anaheim,California,0,
Platycladus orientalis,Denver,Colorado,0,
Platycladus orientalis,Grand Rapids,Michigan,0,
Platycladus orientalis,Greensboro,North Carolina,0,
Platycladus orientalis,Las Vegas,Nevada,0,
Platycladus orientalis,Los Angeles,California,0,
Platycladus orientalis,New Orleans,Louisiana,0,
Platycladus orientalis,Ontario,California,0,
Platycladus orientalis,Orlando,Florida,0,
Platycladus orientalis,Overland Park,Kansas,0,
Platycladus orientalis,Portland,Oregon,0,
Platycladus orientalis,St. Louis,Missouri,0,
Platycladus orientalis,Stockton,California,0,
Plumeria,Miami,Florida,0,
Plumeria,San Diego,California,0,
Plumeria rubra,Los Angeles,California,0,
Plumeria rubra,New Orleans,Louisiana,0,
Plumeria rubra,Ontario,California,0,
Plumeria rubra,Orlando,Florida,0,
Plumeria rubra,Rancho Cucamonga,California,0,
Podocarpus,Cape Coral,Florida,0,
Podocarpus,Los Angeles,California,0,
Podocarpus,Stockton,California,0,
Podocarpus elatus,Miami,Florida,0,
Podocarpus gracilior,Cape Coral,Florida,0,
Podocarpus gracilior,Fresno,California,0,
Podocarpus gracilior,Irvine,California,0,
Podocarpus gracilior,Los Angeles,California,0,
Podocarpus gracilior,Oakland,California,0,
Podocarpus gracilior,Ontario,California,0,
Podocarpus gracilior,Rancho Cucamonga,California,0,
Podocarpus gracilior,Sacramento,California,0,
Podocarpus gracilior,San Diego,California,0,
Podocarpus gracilior,San Francisco,California,0,
Podocarpus gracilior,Stockton,California,0,
Podocarpus henkelii,New Orleans,Louisiana,0,
Podocarpus henkelii,Ontario,California,0,
Podocarpus henkelii,Rancho Cucamonga,California,0,
Podocarpus henkelii,San Francisco,California,0,
Podocarpus macrophyllus,Fresno,California,0,
Podocarpus macrophyllus,Irvine,California,0,
Podocarpus macrophyllus,Los Angeles,California,0,
Podocarpus macrophyllus,New Orleans,Louisiana,0,
Podocarpus macrophyllus,Ontario,California,0,
Podocarpus macrophyllus,Orlando,Florida,0,
Podocarpus macrophyllus,San Diego,California,0,
Podocarpus macrophyllus,San Francisco,California,0,
Podocarpus macrophyllus,Stockton,California,0,
Podocarpus nagi,Ontario,California,0,
Poliothyrsis sinensis,Portland,Oregon,0,
Polyscias fruticosa,Miami,Florida,0,
Polyscias guilfoylei,Miami,Florida,0,
Poncirus trifoliata,Atlanta,Georgia,0,
Poncirus trifoliata,Houston,Texas,0,
Poncirus trifoliata,New Orleans,Louisiana,0,
Populus,Anaheim,California,0,
Populus,Aurora,Colorado,0,
Populus,Bondurant,Iowa,0,
Populus,Buffalo,New York,0,
Populus,Carlisle,Iowa,0,
Populus,Colfax,Iowa,0,
Populus,Colorado Springs,Colorado,0,
Populus,Coon Rapids,Iowa,0,
Populus,Cudahy,Wisconsin,0,
Populus,Dallas Center,Iowa,0,
Populus,De Soto,Iowa,0,
Populus,Denver,Colorado,0,
Populus,Detroit,Michigan,0,
Populus,Earlham,Iowa,0,
Populus,Franklin,Wisconsin,0,
Populus,Glendale,Wisconsin,0,
Populus,Granger,Iowa,0,
Populus,Houston,Texas,0,
Populus,Indianapolis,Indiana,0,
Populus,Las Vegas,Nevada,0,
Populus,Los Angeles,California,0,
Populus,Louisville,Kentucky,0,
Populus,Madison,Wisconsin,0,
Populus,Milwaukee,Wisconsin,0,
Populus,Minneapolis,Minnesota,0,
Populus,Mitchellville,Iowa,0,
Populus,Newton,Iowa,0,
Populus,Overland Park,Kansas,0,
Populus,Portland,Oregon,0,
Populus,Providence,Rhode Island,0,
Populus,Rochester,New York,0,
Populus,Sacramento,California,0,
Populus,San Diego,California,0,
Populus,San Francisco,California,0,
Populus,South Milwaukee,Wisconsin,0,
Populus,Stockton,California,0,
Populus,Stuart,Iowa,0,
Populus,Washington DC,District of Columbia,0,
Populus,Watertown,Wisconsin,0,
Populus,Waukee,Iowa,0,
Populus,Wauwatosa,Wisconsin,0,
Populus,Windsor Heights,Iowa,0,
Populus,Worcester,Massachusetts,0,
Populus L.,Minneapolis,Minnesota,0,
Populus L.,Oakland,California,0,
Populus acuminata,Aurora,Colorado,0,
Populus acuminata,Denver,Colorado,0,
Populus alba,Anaheim,California,0,
Populus alba,Aurora,Colorado,0,
Populus alba,Buffalo,New York,0,
